Order,Family,Species,Common name,ED,GE,EDGE,Rank,Red List ID,Distirbution,
CAUDATA,PLETHODONTIDAE,Bradytriton silus,Finca Chiblac Salamander,31.90953558,4,6.266351173,20,59220,Guatemala, 
ANURA,BOMBINATORIDAE,Barbourula kalimantanensis,Bornean flat-headed frog,62.75420114,3,6.234476624,21,54444,Indonesia, 
ANURA,RANIXALIDAE,Indirana gundia,Gundia Indian frog,30.48731417,4,6.222173462,22,58310,India, 
ANURA,RANIXALIDAE,Indirana phrynoderma,Toad-skinned frog,30.48731417,4,6.222173462,23,58314,India, 
ANURA,MICROHYLIDAE,Plethodontohyla matavy,,29.53567605,4,6.191484429,24,49581455,Madagascar, 
ANURA,CRAUGASTORIDAE,Oreobates pereger,Ayacucho Andes frog,29.52770731,4,6.19122343,25,57223,Peru, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus richmondi,Richmond's robber frog,29.28726386,4,6.183316012,26,56914,Puerto Rico, 
ANURA,CRAUGASTORIDAE,Holoaden bradei,Itatiaia highland frog,29.12873822,4,6.178068197,27,10215,Brazil, 
ANURA,CRAUGASTORIDAE,Hypodactylus lucida,Cannatella's Andes Frog,28.77085376,4,6.166118575,28,57217,Peru, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton arboreus,Arboreal Splayfoot Salamander,27.45731278,4,6.120993889,29,59221,Mexico, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton lavae,Pigmy flat-footed salamander,27.05285168,4,6.106679013,30,59226,Mexico, 
ANURA,PIPIDAE,Pipa myersi,Myer's Suriname toad,55.07870644,3,6.106197718,31,58161,Panama, 
ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus chukuchuku,Spiny Puddle Frog,26.74530061,4,6.095655201,32,175535,Cameroon, 
ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus intermedius,,26.74530061,4,6.095655201,33,175371,Ghana, 
ANURA,DICROGLOSSIDAE,Nannophrys marmorata,Kirtisinghe rock frog,26.69535965,4,6.0938536,34,58391,Sri Lanka, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton chiropterus,Common splayfoot salamander,26.46567301,4,6.085525693,35,59222,Mexico, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton mosaueri,Cave Splayfoot Salmander,26.46567301,4,6.085525693,36,59228,Mexico, 
ANURA,BUFONIDAE,Leptophryne cruentata,"Bleeding Toad, Fire Toad",26.10079985,4,6.072151965,37,54815,Indonesia, 
ANURA,PETROPEDETIDAE,Arthroleptides dutoiti,Du Toit's torrent frog,26.0193327,4,6.069141358,38,2119,"Kenya,Uganda", 
ANURA,MICROHYLIDAE,Cophixalus concinnus,Beautiful Nursery-frog,25.80767466,4,6.061276937,39,41118,Australia, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton magnipes,Bigfoot splayfoot salamander,25.51745398,4,6.050391879,40,59227,Mexico, 
ANURA,SOOGLOSSIDAE,Sechellophryne gardineri,Gardiner's Seychelles frog,51.84541603,3,6.046812515,41,20380,Seychelles, 
ANURA,MICROHYLIDAE,Rhombophryne helenae,Microhylid frog,25.29289459,4,6.041887457,42,58010,Madagascar, 
ANURA,DICROGLOSSIDAE,Ingerana charlesdarwini,Charles Darwin's frog ,24.94092674,4,6.028410627,43,58571,India, 
ANURA,LIMNODYNASTIDAE,Philoria frosti,Baw baw frog,24.93435256,4,6.028157166,44,16997,Australia, 
ANURA,SOOGLOSSIDAE,Sooglossus sechellensis,Seychelles frog,50.86188903,3,6.028025747,45,20381,Seychelles, 
ANURA,MICROHYLIDAE,Cophyla karenae,,24.81393119,4,6.023503037,46,78535878,Madagascar, 
ANURA,MICROHYLIDAE,Cophyla maharipeo,,24.81393119,4,6.023503037,47,79788927,Madagascar, 
ANURA,MICROHYLIDAE,Cophyla puellarum,,24.81393119,4,6.023503037,48,79789021,Madagascar, 
ANURA,HYLIDAE,Megastomatohyla mixe,Mixe Treefrog,24.77230587,4,6.021889222,49,55567,Mexico, 
ANURA,HYLIDAE,Megastomatohyla pellita,Oaxacan Yellow Treefrog,24.77230587,4,6.021889222,50,55592,Mexico, 
ANURA,MANTELLIDAE,Boophis ankarafensis,,24.62979596,4,6.016344302,51,68568328,Madagascar, 
ANURA,MANTELLIDAE,Boophis baetkei,,24.62979596,4,6.016344302,52,164889,Madagascar, 
ANURA,MANTELLIDAE,Boophis liami,,24.62979596,4,6.016344302,53,57409,Madagascar, 
ANURA,MANTELLIDAE,Boophis tsilomaro,,24.62979596,4,6.016344302,54,49546770,Madagascar, 
CAUDATA,PLETHODONTIDAE,Chiropterotriton terrestris,Terrestrial splayfoot salamander,24.55294447,4,6.013341276,55,59232,Mexico, 
ANURA,MICROHYLIDAE,Anodonthyla theoi,,24.45029304,4,6.009315979,56,190943,Madagascar, 
ANURA,MICROHYLIDAE,Anodonthyla vallani,Microhylid frog,24.45029304,4,6.009315979,57,190944,Madagascar, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus schmidti,Schmidt's robber frog,24.41467826,4,6.007915614,58,56952,"Dominican Republic,Haiti", 
CAUDATA,PLETHODONTIDAE,Parvimolge townsendi,Townsend's salamander,24.38929056,4,6.006916176,59,59328,Mexico, 
ANURA,MANTELLIDAE,Spinomantis nussbaumi,,24.2111413,4,5.999874734,60,49581681,Madagascar, 
ANURA,CRAUGASTORIDAE,Strabomantis helonotus,,24.14764441,4,5.997352953,61,56649,Ecuador, 
ANURA,CRAUGASTORIDAE,Strabomantis cadenai,Nutibara Robber Frog,24.14764441,4,5.997352953,62,56485,Colombia, 
ANURA,MICROHYLIDAE,Rhombophryne analamaina,,24.12763489,4,5.996556954,63,79680099,Madagascar, 
ANURA,MICROHYLIDAE,Rhombophryne hara,,24.12763489,4,5.996556954,64,49583995,Madagascar, 
ANURA,MANTELLIDAE,Gephyromantis mafy,,24.05233586,4,5.993555793,65,49563555,Madagascar, 
ANURA,CRAUGASTORIDAE,Psychrophrynella guillei,,23.68796629,4,5.978904652,66,135999,"Bolivia, Plurinational States of", 
ANURA,CRAUGASTORIDAE,Psychrophrynella illimani,,23.68796629,4,5.978904652,67,136103,"Bolivia, Plurinational States of", 
ANURA,CRAUGASTORIDAE,Psychrophrynella kallawaya,,23.68796629,4,5.978904652,68,136145,"Bolivia, Plurinational States of", 
ANURA,CRAUGASTORIDAE,Psychrophrynella saltator,,23.68796629,4,5.978904652,69,136150,"Bolivia, Plurinational States of", 
ANURA,CRAUGASTORIDAE,Psychrophrynella bagrecito,Bagrecito Andes Frog,23.68796629,4,5.978904652,70,57200,Peru, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus poolei,Robber frog,23.66720649,4,5.978063411,71,56874,Haiti, 
ANURA,ARTHROLEPTIDAE,Astylosternus nganhanus,Nganha night frog,23.57389777,4,5.974273536,72,54420,Cameroon, 
ANURA,HYPEROLIIDAE,Alexteroon jynx,"""jynx"" midwife toad",23.41425457,4,5.967755888,73,56088,Cameroon, 
ANURA,MANTELLIDAE,Mantidactylus pauliani,Mantellid frog,22.86160116,4,5.944859243,74,57509,Madagascar, 
GYMNOPHIONA,SCOLECOMORPHIDAE,Scolecomorphus uluguruensis,"Nyingwa Caecilian, Uluguru Black Caecilian",46.64164022,3,5.943148715,75,59652,"Tanzania, United Republic of", 
ANURA,CRAUGASTORIDAE,Oreobates zongoensis,Craugastorid frog,22.71550171,4,5.938717637,76,57067,"Bolivia, Plurinational States of", 
ANURA,PYXICEPHALIDAE,Ericabatrachus baleensis,Bale Mountains frog,22.68274906,4,5.937335617,77,58075,Ethiopia, 
ANURA,MICRIXALIDAE,Micrixalus kottigeharensis,Kottigehar bush frog,22.39553688,4,5.925133995,78,58380,India, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus symingtoni,Symington's robber frog,22.27775065,4,5.920086719,79,56988,Cuba, 
ANURA,HYLIDAE,Phytotriades auratus,Golden tree frog,22.24307427,4,5.918595929,80,55830,Trinidad and Tobago, 
ANURA,MICROHYLIDAE,Parhoplophryne usambarica,"Amani Forest Frog, Usambara Black-banded Frog",22.20985528,4,5.917165707,81,57946,"Tanzania, United Republic of", 
ANURA,ARTHROLEPTIDAE,Arthroleptis kidogo,Tiny Squeaker Frog,22.12555269,4,5.913526906,82,175360,"Tanzania, United Republic of", 
ANURA,ARTHROLEPTIDAE,Arthroleptis kutogundua,Overlooked Squeaker Frog,22.12555269,4,5.913526906,83,16770720,"Tanzania, United Republic of", 
ANURA,ARTHROLEPTIDAE,Arthroleptis troglodytes,Cave squeaker,22.12555269,4,5.913526906,84,54389,Zimbabwe, 
ANURA,CRAUGASTORIDAE,Craugastor lineatus,Montane Robber Frog,22.10171475,4,5.912495569,85,56721,"Guatemala,Mexico", 
CAUDATA,PLETHODONTIDAE,Cryptotriton monzoni,,22.04280224,4,5.909942176,86,54360,Guatemala, 
ANURA,LEPTODACTYLIDAE,Pleurodema somuncurense,El Rincon stream frog,21.85597523,4,5.901801303,87,20372,Argentina, 
ANURA,PIPIDAE,Xenopus lenduensis,Lendu Plateau Clawed Frog,21.63628457,4,5.892142853,88,13997902,"Congo, The Democratic Republic of the", 
ANURA,BREVICIPITIDAE,Callulina dawida,Taita Hills Warty Frog,21.54719459,4,5.888199372,89,175363,Kenya, 
ANURA,CRAUGASTORIDAE,Pristimantis simonsii,"Paramo Andes Frog, Andes Paramo Frog",21.54523186,4,5.888112318,90,57227,Peru, 
ANURA,MANTELLIDAE,Tsingymantis antitra,,43.93481944,3,5.884654525,91,135798,Madagascar, 
ANURA,ARTHROLEPTIDAE,Cardioglossa trifasciata,Nsoung long-fingered frog,21.32988944,4,5.878514837,92,54410,Cameroon, 
ANURA,MANTELLIDAE,Guibemantis diphonus,,21.30518808,4,5.877408023,93,88219153,Madagascar, 
ANURA,HYLIDAE,Charadrahyla altipotens,Yellowbelly voiceless treefrog ,21.22745893,4,5.873917136,94,55384,Mexico, 
ANURA,HYLIDAE,Charadrahyla trux,Spine-fingered treefrog,21.22745893,4,5.873917136,95,55681,Mexico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus albipes,Robber frog,21.20796818,4,5.873039874,96,56403,Cuba, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus parapelates,Casillon robber frog,21.17896147,4,5.87173288,97,56827,Haiti, 
CAUDATA,PLETHODONTIDAE,Dendrotriton chujorum,Plethodontid,21.1274269,4,5.869406597,98,194310,Guatemala, 
ANURA,MEGOPHRYIDAE,Leptolalax botsfordi,,21.09883497,4,5.868113613,99,73727195,Viet Nam, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus paulsoni,Paulson's robber frog,20.9183694,4,5.859913793,100,56836,Haiti, 
ANURA,CALYPTOCEPHALELLIDAE,Telmatobufo bullocki,Bullock's false toad,35.02131386,3,5.663552356,101,21623,Chile, 
ANURA,ARTHROLEPTIDAE,Cardioglossa alsco,Alsco long-fingered frog,21.32988944,3,5.185367656,102,61745,Cameroon, 
CAUDATA,PLETHODONTIDAE,Oedipina tomasi,Plethodontid,20.90933356,4,5.859501458,103,136010,Honduras, 
ANURA,PHYLLOMEDUSIDAE,Agalychnis lemur,Lemur leaf frog,20.88495324,4,5.858388056,104,55855,"Colombia,Costa Rica,Panama", 
ANURA,MYOBATRACHIDAE,Geocrinia alba,White-bellied Frog,20.88167045,4,5.858238043,105,9031,Australia, 
ANURA,PYXICEPHALIDAE,Anhydrophryne ngongoniensis,"Mistbelt Chirping Frog, Mistbelt Moss Frog, Ngongoni Moss Frog",42.57066249,3,5.853825587,106,58062,South Africa, 
ANURA,CRAUGASTORIDAE,Craugastor emcelae,Rio Claro Robber Frog,20.75958597,4,5.852643117,107,56577,Panama, 
CAUDATA,PLETHODONTIDAE,Dendrotriton rabbi,Guatemalan Bromeliad Salamander,20.74207448,4,5.851838022,108,59240,Guatemala, 
ANURA,MICROHYLIDAE,Melanobatrachus indicus,Galaxy frog,42.4433973,3,5.850900421,109,13032,India, 
ANURA,RHACOPHORIDAE,Raorchestes ponmudi,,20.6172008,4,5.846078053,110,58916,India, 
CAUDATA,PLETHODONTIDAE,Dendrotriton cuchumatanus,Forest Bromeliad Salamander,20.57752127,4,5.844240813,111,59238,Guatemala, 
CAUDATA,PLETHODONTIDAE,Cryptotriton veraepacis,Baja Verapaz Salamander,20.41970517,4,5.836900023,112,59236,Guatemala, 
ANURA,CRAUGASTORIDAE,Craugastor anciano,Corquin Robber Frog,20.00211102,4,5.81721168,113,56413,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor catalinae,,20.00211102,4,5.81721168,114,56498,"Costa Rica,Panama", 
ANURA,CRAUGASTORIDAE,Craugastor coffeus,,20.00211102,4,5.81721168,115,56516,"Guatemala,Honduras", 
ANURA,CRAUGASTORIDAE,Craugastor cruzi,Cruz Robber Frog,20.00211102,4,5.81721168,116,56537,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor emleni,,20.00211102,4,5.81721168,117,56579,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor epochthidius,,20.00211102,4,5.81721168,118,56582,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor fecundus,,20.00211102,4,5.81721168,119,56598,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor glaucus,,20.00211102,4,5.81721168,120,56622,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor greggi,Gregg's Stream Frog,20.00211102,4,5.81721168,121,56631,"Guatemala,Mexico", 
ANURA,CRAUGASTORIDAE,Craugastor guerreroensis,Guerreran Robber Frog,20.00211102,4,5.81721168,122,56639,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor gulosus,,20.00211102,4,5.81721168,123,56641,"Costa Rica,Panama", 
ANURA,CRAUGASTORIDAE,Craugastor megalotympanum,,20.00211102,4,5.81721168,124,56753,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor merendonensis,San Pedro Robber Frog,20.00211102,4,5.81721168,125,56761,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor milesi,Miles' Robber Frog,20.00211102,4,5.81721168,126,56765,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor olanchano,,20.00211102,4,5.81721168,127,56807,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor omoaensis,,20.00211102,4,5.81721168,128,56810,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor polymniae,Sierra Juarez Robber Frog,20.00211102,4,5.81721168,129,56872,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor pozo,,20.00211102,4,5.81721168,130,56876,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor saltuarius,,20.00211102,4,5.81721168,131,56942,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor stadelmani,,20.00211102,4,5.81721168,132,56976,Honduras, 
ANURA,CRAUGASTORIDAE,Craugastor taurus,Golfito Robber Frog,20.00211102,4,5.81721168,133,56995,"Costa Rica,Panama", 
ANURA,CRAUGASTORIDAE,Craugastor trachydermus,,20.00211102,4,5.81721168,134,57013,Guatemala, 
CAUDATA,PLETHODONTIDAE,Dendrotriton bromeliacius,Volcan Tajumulco Bromeliad Salamander,19.98265299,4,5.81628477,135,59237,Guatemala, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus lamprotes,Castillon Robber Frog,19.92003655,4,5.813296109,136,56698,Haiti, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus bartonsmithi,Barton's Robber Frog,19.91051864,4,5.812841039,137,56452,Cuba, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus fowleri,"Fowler's Robber Frog, Khaki Bromeliad Frog",19.90772114,4,5.812707245,138,56605,"Dominican Republic,Haiti", 
ANURA,LEPTODACTYLIDAE,Leptodactylus silvanimbus,Honduras White-lipped Frog,19.85011169,4,5.809948027,139,57166,Honduras, 
CAUDATA,PLETHODONTIDAE,Ixalotriton parvus,Dwarf False Brook Salamander,19.68310556,4,5.801905933,140,59288,Mexico, 
ANURA,MICROHYLIDAE,Microhyla karunaratnei,,19.64826712,4,5.800220122,141,57883,Sri Lanka, 
ANURA,MICROHYLIDAE,Choerophryne siegfriedi,,19.61360932,4,5.798540227,142,57668,Papua New Guinea, 
ANURA,PELOBATIDAE,Pelobates varaldii,"Moroccan Spadefoot Toad, Varaldi's Spadefoot Toad",40.22319554,3,5.798442638,143,58054,Morocco, 
ANURA,HYLIDAE,Bromeliohyla dendroscarta,Greater Bromeliad Treefrog,19.6084171,4,5.798288312,144,55466,Mexico, 
ANURA,DENDROBATIDAE,Minyobates steyermarki,,19.54111584,4,5.795017251,145,55202,"Venezuela, Bolivarian Republic of", 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus parabates,Independencia Robber Frog,19.42371894,4,5.789285641,146,56825,"Dominican Republic,Haiti", 
ANURA,ARTHROLEPTIDAE,Arthroleptis nikeae,Nike's Squeaker,19.25406023,4,5.780944001,147,54377,"Tanzania, United Republic of", 
CAUDATA,PLETHODONTIDAE,Oedipina maritima,Maritime Worm Salamander,19.10603789,4,5.773608885,148,59317,Panama, 
ANURA,BREVICIPITIDAE,Callulina hanseni,,19.08264075,4,5.77244452,149,193425,"Tanzania, United Republic of", 
ANURA,BREVICIPITIDAE,Callulina kanga,,19.08264075,4,5.77244452,150,193426,"Tanzania, United Republic of", 
ANURA,BREVICIPITIDAE,Callulina laphami,,19.08264075,4,5.77244452,151,193427,"Tanzania, United Republic of", 
ANURA,BREVICIPITIDAE,Callulina meteora,,19.08264075,4,5.77244452,152,202410,"Tanzania, United Republic of", 
ANURA,BREVICIPITIDAE,Callulina shengena,,19.08264075,4,5.77244452,153,193428,"Tanzania, United Republic of", 
ANURA,BREVICIPITIDAE,Callulina stanleyi,,19.08264075,4,5.77244452,154,193429,"Tanzania, United Republic of", 
ANURA,HELEOPHRYNIDAE,Heleophryne hewitti,"Hewitt's Ghost Frog, Hewitt's African Ghost Frog",39.15446715,3,5.772175237,155,9772,South Africa, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus mariposa,,18.94652826,4,5.765643828,156,56742,Cuba, 
ANURA,MEGOPHRYIDAE,Megophrys damrei,,18.89185098,4,5.762898872,157,48101780,Cambodia, 
ANURA,DICROGLOSSIDAE,Fejervarya murthii,"Ghats Wart Frog, Murthy's Frog",18.8323707,4,5.759904209,158,58278,India, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus jugans,"La Selle Dusky Frog, Mable's Robber Frog",18.7619555,4,5.756347372,159,56688,"Dominican Republic,Haiti", 
CAUDATA,PROTEIDAE,Proteus anguinus,"Olm, Proteus",77.587847,2,5.75051143,160,18377,"Bosnia and Herzegovina,France,Croatia,Italy,Slovenia", 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus pezopetrus,,18.62922999,4,5.749608504,161,56851,Cuba, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus rivularis,,18.54634045,4,5.745376802,162,56920,Cuba, 
ANURA,RHACOPHORIDAE,Philautus jacobsoni,Jackson's bubble-nest frog,18.39846223,4,5.737782519,163,58857,Indonesia, 
ANURA,RHACOPHORIDAE,Philautus sanctisilvaticus,"Sacred Grove Bushfrog, Sacred Grove Bush Frog",18.39846223,4,5.737782519,164,58897,India, 
ANURA,BUFONIDAE,Rhaebo colomai,Carchi Andes Toad,18.38790602,4,5.737238193,165,54462,Ecuador, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon mertensi,Mertens' Egg Frog,37.77116085,3,5.737118235,166,54433,Cameroon, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon ornatus,Ornate Egg Frog,37.77116085,3,5.737118235,167,54434,Cameroon, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon perreti,Perret's Egg Frog ,37.77116085,3,5.737118235,168,54436,Cameroon, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon stevarti,,37.77116085,3,5.737118235,169,54438,Gabon, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon albiventris,Whitebelly Egg Frog,37.77116085,3,5.737118235,170,54426,Cameroon, 
ANURA,ARTHROLEPTIDAE,Leptodactylodon bueanus,,37.77116085,3,5.737118235,171,54431,Cameroon, 
ANURA,MANTELLIDAE,Mantidactylus zolitschka,,18.33673042,4,5.73459514,172,57536,Madagascar, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus turquinensis,,18.33070356,4,5.734283412,173,57019,Cuba, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus nortoni,"Spiny Giant Frog, Norton's Robber Frog",18.20466719,4,5.727742055,174,56796,"Dominican Republic,Haiti", 
ANURA,LEPTODACTYLIDAE,Leptodactylus magistris,,18.20097317,4,5.727549686,175,57143,"Venezuela, Bolivarian Republic of", 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus chlorophenax,False Green Robber Frog,18.19789728,4,5.727389479,176,56511,Haiti, 
ANURA,CRAUGASTORIDAE,Pristimantis kelephus,,18.19677318,4,5.727330923,177,56692,Colombia, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus grandis,Great Peeping Frog,18.18809642,4,5.726878831,178,56629,Mexico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus jasperi,"Cayey Robber Frog, Golden Coqui, Golden Coqui Frog",18.18809642,4,5.726878831,179,7142,Puerto Rico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus juanariveroi,,18.18809642,4,5.726878831,180,135828,Puerto Rico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus karlschmidti,"Karl's Robber Frog, Stream Coqui, Webbed-footed Coqui",18.18809642,4,5.726878831,181,7146,Puerto Rico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus lucioi,,18.18809642,4,5.726878831,182,56730,Haiti, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus rufescens,Red Peeping Frog,18.18809642,4,5.726878831,183,56930,Mexico, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus semipalmatus,Foothill Robber Frog,18.18809642,4,5.726878831,184,7147,Haiti, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus tetajulia,,18.18809642,4,5.726878831,185,57001,Cuba, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus warreni,Warren's Robber Frog,18.18809642,4,5.726878831,186,57052,Haiti, 
CAUDATA,PLETHODONTIDAE,Thorius minutissimus,Oaxacan Pigmy Salamander,18.12193113,4,5.723424625,187,59417,Mexico, 
ANURA,CRAUGASTORIDAE,Craugastor tabasarae,,18.10666431,4,5.722625913,188,61804,Panama, 
ANURA,RHACOPHORIDAE,Raorchestes chalazodes,,18.03724571,4,5.718986083,189,58829,India, 
ANURA,RHACOPHORIDAE,Raorchestes resplendens,Resplendent Shrubfrog,18.03724571,4,5.718986083,190,189814,India, 
ANURA,RHACOPHORIDAE,Raorchestes shillongensis,,18.03724571,4,5.718986083,191,58902,India, 
CAUDATA,PLETHODONTIDAE,Oedipina altura,Cartago Worm Salamander,17.9408075,4,5.713907444,192,59307,Costa Rica, 
CAUDATA,PLETHODONTIDAE,Oedipina paucidentata,El Empalme Worm Salamander,17.9408075,4,5.713907444,193,59320,Costa Rica, 
CAUDATA,PLETHODONTIDAE,Pseudoeurycea orchileucos,Sierra de Juárez Worm Salamander,17.91615189,4,5.712604877,194,59291,Mexico, 
ANURA,MANTELLIDAE,Aglyptodactylus australis,,36.59959024,3,5.706434694,195,84500429,Madagascar, 
ANURA,CYCLORAMPHIDAE,Cycloramphus faustoi,,17.7720814,4,5.704959456,196,136095,Brazil, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus glanduliferoides,La Visite Robber Frog,17.75465248,4,5.704030576,197,56618,Haiti, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus rufifemoralis,Red-legged Robber Frog,17.74734705,4,5.703640974,198,56931,Dominican Republic, 
ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus furcyensis,"La Selle Red-legged Frog , Furcy Robber Frog",17.73734882,4,5.703107518,199,56608,"Dominican Republic,Haiti", 
CAUDATA,SALAMANDRIDAE,Echinotriton chinhaiensis,Chinhai Spiny Newt,17.6719151,4,5.699609251,200,59447,China, 
ANURA,CERATOBATRACHIDAE,Platymantis insulatus,Gigante Wrinkled Ground Frog,17.66915744,4,5.69946155,201,17519,Philippines, 
ANURA,AROMOBATIDAE,Allobates juanii,,17.57537117,4,5.694425295,202,55099,Colombia, 
ANURA,BUFONIDAE,Peltophryne lemur,"Lowland Caribbean Toad, Puerto Rican Crested Toad",17.53174653,4,5.692074012,203,54345,"Puerto Rico,Virgin Islands, British", 
CAUDATA,AMBYSTOMATIDAE,Ambystoma amblycephalum,"Blunthead Salamander, Blunt-headed Salamander",17.5217892,4,5.691536556,204,59050,Mexico, 
CAUDATA,AMBYSTOMATIDAE,Ambystoma bombypellum,"Delicateskin Salamander , Axolotl, Delicateskin Salamander",17.5217892,4,5.691536556,205,59054,Mexico, 
CAUDATA,AMBYSTOMATIDAE,Ambystoma granulosum,Granular Salamander,17.5217892,4,5.691536556,206,59058,Mexico, 
CAUDATA,AMBYSTOMATIDAE,Ambystoma leorae,"Leora's Stream Salamander, Leora's Stream Siredon",17.5217892,4,5.691536556,207,59061,Mexico, 
